,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,curve-smooth,curve-split-number,splits-reduced,splits-smooth,splits-genera,splits-intersections,splits-classes,split-type,determinant,split-type2,local-sections-A
1576,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1577,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[2, -4, -2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[1, 0, 0]","[[8, 0, 2], [0, -1, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 3], [0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0]]",17,12,74,"[[2, 0], [0, 3], [0, 1]]"
1578,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1579,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[-4, 2, -2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 0], [0, -1, 2], [0, 2, 8]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 4]]",18,12,74,"[[0, 3], [3, 0], [0, 2]]"
1580,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1581,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-4, 0]",-4,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 2, 2, 4]]",0,-11,73,"[[0, 3], 'NA']"
1582,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1583,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,1,5,"[0, -4, 2, -2]",-4,0,False,4,"[True, True, True, True]","[True, True, True, True]","[1, 0, 0, 0]","[[7, 0, 1, 1], [0, -1, 0, 0], [1, 0, -1, 1], [1, 0, 1, -1]]","[[0, 1, 0, 2, 1, 3], [0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",62,-4,76,"['NA', [0, 3], [3, 0], [0, 1]]"
1584,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1585,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[2, -4, -2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[1, 0, 0]","[[8, 0, 2], [0, -1, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 3], [0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0]]",17,12,74,"[[2, 0], [0, 3], [0, 1]]"
1586,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1587,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[-4, 2, -2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 0], [0, -1, 2], [0, 2, 8]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 4]]",18,12,74,"[[0, 3], [3, 0], [0, 2]]"
1588,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1589,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-4, 0]",-4,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 2, 2, 4]]",0,-11,73,"[[0, 3], 'NA']"
1590,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1591,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,1,5,"[0, -4, 2, -2]",-4,0,False,4,"[True, True, True, True]","[True, True, True, True]","[1, 0, 0, 0]","[[7, 0, 1, 1], [0, -1, 0, 0], [1, 0, -1, 1], [1, 0, 1, -1]]","[[0, 0, 1, 1, 2, 3], [0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",62,-4,76,"['NA', [0, 3], [3, 0], [0, 1]]"
1592,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1593,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,1,5,"[2, -4, -2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[1, 0, 0]","[[8, 0, 2], [0, -1, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 3], [0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0]]",17,12,74,"[[2, 0], [0, 3], [0, 1]]"
1594,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1595,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,1,5,"[-4, 2, -2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 0], [0, -1, 2], [0, 2, 8]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 4]]",18,12,74,"[[0, 3], [3, 0], [0, 2]]"
1596,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1597,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-4, 0]",-4,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 2, 2, 4]]",0,-11,73,"[[0, 3], 'NA']"
1598,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1599,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,5,1,5,"[-1, -4, 1, 4, -4]",-4,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, -2, -2]","[[2, 0, 1, 2, 0], [0, -1, 0, 0, 0], [1, 0, -1, 0, 2], [2, 0, 0, -4, 4], [0, 0, 2, 4, -4]]","[[0, 0, 0, 1, 1, 2], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 2, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",154,0,62,"[[0, 0], [0, 3], [2, 0], 'NA', 'NA']"
1600,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,0,4,"[-4, 1, -1]",1,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, 0]","[[-1, 0, 0], [0, -1, 3], [0, 3, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 3, 4]]",16,15,67,"[[0, 3], [2, 0], [0, 0]]"
1601,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,5,1,5,"[1, 0, -4, 1, -2]",-4,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, 0]","[[3, 1, 0, 1, 1], [1, 0, 0, 1, 0], [0, 0, -1, 0, 0], [1, 1, 0, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 0, 2, 2], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",109,0,70,"[[2, 0], [1, 0], [0, 3], [2, 0], [0, 1]]"
1602,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,0,4,"[-4, 1, -1]",1,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, 0]","[[-1, 0, 0], [0, -1, 3], [0, 3, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 3, 4]]",16,15,67,"[[0, 3], [2, 0], [0, 0]]"
1603,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[-4, 2, -2]",-4,0,False,3,"[True, True, True]","[True, True, False]","[0, 0, 1]","[[-1, 0, 0], [0, -1, 2], [0, 2, 8]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 4]]",32,12,68,"[[0, 3], [3, 0], 'NA']"
1604,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1605,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-4, 0]",-4,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 2, 2, 4]]",0,-11,73,"[[0, 3], 'NA']"
1606,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1607,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,5,1,5,"[-1, -4, 1, 2, -2]",-4,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, 0]","[[4, 0, 2, 1, 0], [0, -1, 0, 0, 0], [2, 0, -1, 0, 1], [1, 0, 0, -1, 1], [0, 0, 1, 1, -1]]","[[0, 0, 0, 1, 2, 3], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",123,0,70,"[[0, 0], [0, 3], [2, 0], [3, 0], [0, 1]]"
1608,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,0,4,"[-4, 1, -1]",1,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, 0]","[[-1, 0, 0], [0, -1, 3], [0, 3, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 3, 4]]",16,15,67,"[[0, 3], [2, 0], [0, 0]]"
1609,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,1,5,"[1, -4, 1, -2]",-4,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[5, 0, 2, 1], [0, -1, 0, 0], [2, 0, -1, 1], [1, 0, 1, -1]]","[[0, 0, 1, 0, 3, 3], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",61,-9,71,"[[2, 0], [0, 3], [2, 0], [0, 1]]"
1610,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,0,4,"[-1, 0, -4, 1]",1,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[4, 1, 0, 2], [1, 0, 0, 1], [0, 0, -1, 0], [2, 1, 0, -1]]","[[0, 0, 0, 1, 2, 3], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0]]",39,-1,72,"[[0, 0], [1, 0], [0, 3], [2, 0]]"
1611,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,1,5,"[-4, 2, -2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 0], [0, -1, 2], [0, 2, 8]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 4]]",18,12,74,"[[0, 3], [3, 0], [0, 2]]"
1612,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1613,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-4, 0]",-4,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 2, 2, 4]]",0,-11,73,"[[0, 3], 'NA']"
1614,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1615,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,5,1,5,"[1, -4, 1, 2, -4]",-4,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, -2]","[[3, 0, 1, 0, 2], [0, -1, 0, 0, 0], [1, 0, -1, 0, 2], [0, 0, 0, -1, 2], [2, 0, 2, 2, -4]]","[[0, 0, 1, 0, 2, 2], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",144,0,36,"[[2, 0], [0, 3], [2, 0], [3, 0], 'NA']"
1616,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,0,4,"[-4, 1, -1]",1,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, 0]","[[-1, 0, 0], [0, -1, 3], [0, 3, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 3, 4]]",16,15,67,"[[0, 3], [2, 0], [0, 0]]"
1617,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,1,5,"[1, -4, 1, -2]",-4,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[5, 0, 2, 1], [0, -1, 0, 0], [2, 0, -1, 1], [1, 0, 1, -1]]","[[0, 0, 1, 0, 3, 3], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",61,-9,71,"[[2, 0], [0, 3], [2, 0], [0, 1]]"
1618,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,0,4,"[-4, 1, -1]",1,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, 0]","[[-1, 0, 0], [0, -1, 3], [0, 3, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 3, 4]]",16,15,67,"[[0, 3], [2, 0], [0, 0]]"
1619,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[-4, 2, -2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 0], [0, -1, 2], [0, 2, 8]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 4]]",18,12,74,"[[0, 3], [3, 0], [0, 2]]"
1620,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1621,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-4, 0]",-4,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 2, 2, 4]]",0,-11,73,"[[0, 3], 'NA']"
1622,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1623,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,5,1,5,"[-1, -4, 1, 2, -2]",-4,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, 0]","[[4, 0, 2, 1, 0], [0, -1, 0, 0, 0], [2, 0, -1, 0, 1], [1, 0, 0, -1, 1], [0, 0, 1, 1, -1]]","[[0, 0, 0, 1, 2, 3], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",123,0,70,"[[0, 0], [0, 3], [2, 0], [3, 0], [0, 1]]"
1624,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,0,4,"[-1, 0, -4, 1]",1,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, -1, 0, 0]","[[2, 2, 0, 1], [2, 0, 0, 2], [0, 0, -1, 0], [1, 2, 0, -1]]","[[0, 0, 0, 1, 1, 2], [0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0]]",64,-4,77,"[[0, 0], [2, 0], [0, 3], [2, 0]]"
1625,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,1,5,"[1, -4, 1, -2]",-4,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[5, 0, 2, 1], [0, -1, 0, 0], [2, 0, -1, 1], [1, 0, 1, -1]]","[[0, 0, 1, 0, 3, 3], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",61,-9,71,"[[2, 0], [0, 3], [2, 0], [0, 1]]"
1626,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,0,4,"[-4, 1, -1]",1,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, 0]","[[-1, 0, 0], [0, -1, 3], [0, 3, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 3, 4]]",16,15,67,"[[0, 3], [2, 0], [0, 0]]"
1627,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[-4, 2, -2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 0], [0, -1, 2], [0, 2, 8]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 4]]",18,12,74,"[[0, 3], [3, 0], [0, 2]]"
1628,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
1629,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-4, 0]",-4,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 2, 2, 4]]",0,-11,73,"[[0, 3], 'NA']"
1630,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,0,4,"[-4, 0]",1,0,True,2,"[True, True]","[True, True]","[0, 2]","[[-1, 0], [0, 11]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 3, 4]]",0,-11,73,"[[0, 3], 'NA']"
